Cleaned_Review,Sentiment
anonymous oct would like know opinions iphone people actually bought phonmorebought days ago returning today calls static background noise battery drains sitting desk yes things doesnt last day like speaker ridiculously bad disappointment dont know buy,Negative
anond oct way better iphone dont ask designer hmorebought days ago returning today better phone call background noise battery drains sitting desk yes things speaker ridiculously bad disappointment,Negative
anond oct httpfinanceyahoocomnewssamsungelectronicsprofitseenbottominghtmltsrcamoreonly fools comment badly samsung smartphonessamsung smartphones higher iphones,Negative
would like know opinions iphone people actually bought phone care opinions owned android iphone need try convincing design better thanks,Positive
donald duck oct bending well one latest invention apple engineer hahahaapple invented feature,Positive
muhammad oct please tell iphone iphone plus iphone also bend plus benmoreboth bending well one latest invention apple engineer hahaha,Positive
someone give one information people allegedly pimping samsung getting paid samsung,Neutral
thefaceless sep best iphone models iphone rest lame innovative lamemorelol people keep saying first iphones didnt even multitasking mention lack ot gps g first ones werent even smartphones truth iphones always total crap way behind competition,Negative
best iphone models iphone rest lame innovative lame design outdated functionalitiesthe ios potentials actually good os tried android ios ios far superior company sucks sucking peoples money outdated features,Positive
first look iphone felt like apple thrown away many things hold,Positive
buyers iphone people care brands technology beats another example,Positive
wowthis first time ive seen gsm arena put many main disadvantages review,Negative
people rely fashion brand iphone pale copy specs nexus sorry nexus gb ram look work htc lg samsung yearthey try listen customers apple never,Negative
anonymous sep expect apple died steve jobs altogetherthank somebody finally said,Negative
deleted posthad great ericsson siemens phones,Positive
iphone might great specs user experience great matters,Positive
phone goodexcept battery life reason next phone android,Neutral
deleted postso u phone sit ram jets unto moon,Neutral
